"id_pesquisador","nome_pesquisador","email","historico_projetos","financiamento_anterior","publicacoes","id_instituicao","nome_instituicao","endereco","historico_projetos-2","id_projeto","titulo_projeto","resumo","orcamento_aprovado","cronograma","instituicao_id","funcao_pesquisador_projeto","id_edital","titulo_edital","descricao_edital","criterios","prazo","requisitos","id_proposta","data_submissao","status_proposta","avaliacao","id_financiamento","valor_financiamento","etapas","valor_liberado","data_liberacao","status_financiamento","id_despesa","descricao_despesa","valor_despesa","data_despesa","id_relatorio_progresso","data_submissao_relatorio_progresso","status_projeto","descricao_relatorio_progresso","id_relatorio_financeiro","data_submissao_relatorio_financeiro","valor_gasto","valor_aprovado_relatorio_financeiro","conformidade","id_relatorio_pesquisador_instituicao","descricao_relatorio_pesquisador_instituicao"
25,"Bruno Martins","bruno.martins@telemedicine.org","Plataforma de Telemedicina com Análise de Dados Médicos",12000.0,"Telemedicina e Análise de Dados em Tempo Real, IA para Atendimento Remoto",18,"Centro Universitário São Camilo","Rua São Camilo, 50, Cachoeiro de Itapemirim - ES","Projetos na área de saúde e educação",18,"IA para Otimização de Estoques em Hospitais","Desenvolvimento de um sistema de IA para otimizar o controle de estoques de medicamentos e equipamentos hospitalares.",135000.0,"Pesquisa, Desenvolvimento, Implementação",18,"Pesquisador Sênior",17,"Edital de IA para Triagem de Pacientes em Pronto-Socorro","Desenvolvimento de IA para realizar triagem inicial de pacientes em pronto-socorro, agilizando o atendimento e priorização de casos.","Precisão da triagem, Impacto na saúde, Eficiência do sistema","2026-10-31","Instituições de saúde, Startups de IA",17,"2024-11-01","Aprovada","Data Analytics para Saúde Ocupacional aprovado com recomendação de ajustes",18,135000.0,3,80000.0,"2025-05-01","Em Andamento",48,"Compra de Ferramentas de TI",18000.0,"2026-03-25",18,"2024-09-18","Em Andamento","A plataforma de análise de dados para prevenção de desastres naturais está sendo validada com simulações reais.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,"Carlos Mendes","carlos.mendes@aiassist.com","Chatbots Inteligentes para Atendimento em Serviços Públicos",15000.0,"IA Conversacional e Aplicações em Serviços Públicos, Automação Governamental com IA",21,"Centro de Pesquisa e Desenvolvimento em Telecomunicações (CPqD)","Rodovia Campinas-Mogi Mirim, Km 118,5, Campinas - SP","Pesquisas em telecomunicações e tecnologia da informação",21,"Sistema de Monitoramento de Pacientes com IA em UTIs","Desenvolvimento de uma solução de IA para monitoramento em tempo real de pacientes em unidades de terapia intensiva (UTI).",175000.0,"Desenvolvimento, Testes, Implementação",21,"Coordenador",20,"Edital de IA para Gerenciamento de Dados em Tempo Real","Projetos voltados ao desenvolvimento de plataformas de big data para gerenciamento de dados clínicos em tempo real.","Capacidade de gerenciamento, Impacto na saúde, Eficiência do sistema","2027-01-31","Instituições de saúde, Empresas de TI",20,"2024-11-15","Aprovada","Aplicação de Machine Learning para Fraudes aprovado com recomendação de execução",21,175000.0,2,70000.0,"2025-06-15","Concluído",21,"Compra de Ferramentas",8000.0,"2025-05-01",21,"2024-09-21","Concluído","O sistema de IA para detecção de doenças respiratórias em exames de imagem foi concluído e validado por médicos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,"Gabriel Barbosa","gabriel.barbosa@frauddetect.ai","Aplicação de Machine Learning para Identificação de Fraudes em Saúde",45000.0,"Detecção de Fraudes em Saúde com IA, Machine Learning em Processos Financeiros",6,"Instituto Federal do Espírito Santo (IFES)","Rua Barão de Itapemirim, 125, Santa Lúcia, Vitória - ES","Projetos de ensino técnico e tecnológico em diversas áreas",6,"Plataforma de Dados para Prevenção de Desastres Naturais","Criação de uma plataforma que usa big data e algoritmos preditivos para monitorar e prever desastres naturais, como enchentes e deslizamentos.",120000.0,"Desenvolvimento, Coleta de Dados, Testes",6,"Pesquisador Júnior",6,"Edital de Blockchain para Gestão de Dados Médicos","Iniciativas de segurança e privacidade na gestão de dados médicos utilizando tecnologia blockchain para garantir a integridade dos registros.","Uso de blockchain, Segurança dos dados, Inovação tecnológica","2025-07-31","Empresas de TI, Instituições de saúde",6,"2024-09-15","Reprovada","Blockchain para Gestão Segura de Dados Médicos não cumpriu os requisitos",6,120000.0,3,40000.0,"2024-10-01","Em Andamento",36,"Pagamento de Licenças de Software",18000.0,"2025-10-15",6,"2024-09-06","Em Andamento","O sistema blockchain para gestão de dados médicos entrou em fase de testes de segurança.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,"Roberta Fernandes","roberta.fernandes@medchatbots.ai","Chatbots com IA para Atendimento em Centros de Saúde",15000.0,"Chatbots Inteligentes para Atendimento Médico, Automação de Serviços de Saúde",9,"Fundação de Amparo à Pesquisa do Espírito Santo (FAPES)","Avenida Marechal Mascarenhas de Moraes, 2025, Bento Ferreira, Vitória - ES","Projetos de apoio à pesquisa científica em diversas áreas",9,"Plataforma de Recomendação de Tratamentos Médicos com IA","Sistema baseado em IA para recomendar tratamentos médicos personalizados com base em históricos de pacientes e dados clínicos.",130000.0,"Pesquisa, Desenvolvimento, Testes, Implementação",9,"Pesquisador Júnior",7,"Edital de IA para Diagnóstico de Imagens Médicas","Seleção de projetos para desenvolver algoritmos de IA voltados à análise de imagens médicas e apoio ao diagnóstico precoce.","Precisão dos algoritmos, Impacto na saúde, Viabilidade técnica","2025-09-30","Instituições de saúde, Laboratórios de tecnologia",7,"2024-09-20","Submetida","Avaliação preliminar do Diagnóstico Automatizado com IA em Imagens Médicas",9,130000.0,2,90000.0,"2024-12-15","Em Andamento",9,"Treinamento de Equipe",18000.0,"2024-11-15",9,"2024-09-09","Concluído","A plataforma de análise preditiva para doenças crônicas está em operação em hospitais públicos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,"Maria Ferreira","maria.ferreira@emergencytriage.ai","IA para Triagem em Emergências",17000.0,"IA em Triagem de Emergências, Automação de Processos Médicos",20,"Fundação Oswaldo Cruz (FIOCRUZ)","Avenida Brasil, 4365, Manguinhos, Rio de Janeiro - RJ","Projetos em saúde pública e desenvolvimento de vacinas",20,"Aplicação de Machine Learning para Identificação de Fraudes em Saúde","Desenvolvimento de algoritmos de machine learning para identificar fraudes em processos de reembolso de saúde.",85000.0,"Pesquisa, Desenvolvimento, Testes",20,"Coordenador",19,"Edital de Chatbots com IA para Atendimento em Centros de Saúde","Fomento a projetos de chatbots inteligentes para atendimento automatizado em centros de saúde, melhorando o acesso a informações e triagem inicial.","Capacidade de interação, Impacto na saúde, Escalabilidade","2026-12-31","Empresas de tecnologia, Instituições de saúde",19,"2024-11-10","Submetida","Avaliação preliminar da Plataforma de Apoio à Decisão para Políticas de Saúde Pública",20,85000.0,3,50000.0,"2025-06-01","Em Andamento",50,"Publicação de Resultados de Pesquisa",8000.0,"2026-04-10",20,"2024-09-20","Em Andamento","A solução de IA para gerenciamento de dados clínicos em tempo real está em fase de integração com sistemas de saúde.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,"Bruno Martins","bruno.martins@telemedicine.org","Plataforma de Telemedicina com Análise de Dados Médicos",12000.0,"Telemedicina e Análise de Dados em Tempo Real, IA para Atendimento Remoto",18,"Centro Universitário São Camilo","Rua São Camilo, 50, Cachoeiro de Itapemirim - ES","Projetos na área de saúde e educação",18,"IA para Otimização de Estoques em Hospitais","Desenvolvimento de um sistema de IA para otimizar o controle de estoques de medicamentos e equipamentos hospitalares.",135000.0,"Pesquisa, Desenvolvimento, Implementação",18,"Pesquisador Sênior",17,"Edital de IA para Triagem de Pacientes em Pronto-Socorro","Desenvolvimento de IA para realizar triagem inicial de pacientes em pronto-socorro, agilizando o atendimento e priorização de casos.","Precisão da triagem, Impacto na saúde, Eficiência do sistema","2026-10-31","Instituições de saúde, Startups de IA",17,"2024-11-01","Aprovada","Data Analytics para Saúde Ocupacional aprovado com recomendação de ajustes",18,135000.0,3,80000.0,"2025-05-01","Em Andamento",18,"Aquisição de Materiais de Pesquisa",25000.0,"2025-03-25",18,"2024-09-18","Em Andamento","A plataforma de análise de dados para prevenção de desastres naturais está sendo validada com simulações reais.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,"Bruno Martins","bruno.martins@telemedicine.org","Plataforma de Telemedicina com Análise de Dados Médicos",12000.0,"Telemedicina e Análise de Dados em Tempo Real, IA para Atendimento Remoto",8,"Centro de Pesquisas René Rachou (FIOCRUZ Minas)","Avenida Augusto de Lima, 1715, Barro Preto, Belo Horizonte - MG","Projetos em saúde pública e biomedicina",8,"Blockchain para Gestão Segura de Dados Médicos","Implementação de uma solução baseada em blockchain para garantir a segurança e a privacidade dos dados médicos em sistemas de saúde.",60000.0,"Desenvolvimento, Testes, Implementação",8,"Pesquisador Júnior",5,"Edital de Análise de Sentimento para Políticas Públicas","Fomento a projetos de monitoramento de opinião pública por meio de análise de sentimento em redes sociais, aplicando técnicas de NLP.","Capacidade de análise em tempo real, Impacto social, Precisão dos modelos de NLP","2025-05-30","Instituições de pesquisa, Organizações governamentais",5,"2024-09-10","Aprovada","Análise de Sentimento em Redes Sociais aprovada com ressalvas",8,60000.0,4,30000.0,"2024-12-01","Em Andamento",38,"Viagem para Eventos Científicos",20000.0,"2025-11-05",8,"2024-09-08","Em Andamento","O desenvolvimento de wearables para monitoramento da saúde de idosos está em fase de prototipagem.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,"Daniel Souza","daniel.souza@respiratorydiagnostics.ai","IA para Detecção de Doenças Respiratórias em Exames de Imagem",37000.0,"Diagnóstico por Imagem em Doenças Respiratórias, IA aplicada à Pneumologia",27,"Centro Universitário Serra dos Órgãos (UNIFESO)","Avenida Alberto Torres, 111, Teresópolis - RJ","Projetos em biotecnologia e saúde animal",27,"Solução de IA para Previsão de Demandas de Medicamentos","Desenvolvimento de uma solução baseada em IA para prever a demanda por medicamentos em hospitais e clínicas.",160000.0,"Pesquisa, Desenvolvimento, Testes",27,"Coordenador",23,"Edital de Machine Learning para Prevenção de Doenças Crônicas","Fomento ao desenvolvimento de modelos de machine learning para prevenção de doenças crônicas em populações de risco.","Precisão do modelo, Impacto na saúde pública, Viabilidade técnica","2027-04-30","Instituições de pesquisa médica, Empresas de TI",23,"2024-11-30","Aprovada","Plataforma de Gerenciamento de Dados Clínicos com Big Data aprovada com destaque",27,160000.0,2,100000.0,"2025-09-15","Concluído",57,"Contratação de Serviços Técnicos",18000.0,"2026-06-30",27,"2024-09-27","Concluído","O projeto de IA para análise de dados clínicos em telemedicina foi finalizado e está em uso.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,"Rafael Oliveira","rafael.oliveira@facescansecurity.com","Sistema de Reconhecimento Facial para Segurança em Hospitais",32000.0,"Reconhecimento Facial em Segurança, IA aplicada a Ambientes de Saúde",14,"Fundação João Pinheiro","Alameda das Acácias, 70, Bairro São Luiz, Belo Horizonte - MG","Pesquisas em políticas públicas e economia",14,"Sistema de Reconhecimento Facial para Segurança em Hospitais","Implementação de reconhecimento facial com IA para monitoramento e segurança de pacientes e funcionários em hospitais.",150000.0,"Desenvolvimento, Testes, Implementação",14,"Pesquisador Sênior",12,"Edital de Soluções em Telemedicina com Big Data","Iniciativas que desenvolvam plataformas de telemedicina, integrando análise de big data para suporte a diagnósticos e acompanhamento de pacientes.","Capacidade de análise em tempo real, Impacto na saúde, Eficiência do sistema","2026-04-30","Empresas de tecnologia, Instituições de saúde",12,"2024-10-10","Reprovada","Análise de Dados para Prevenção de Doenças Crônicas não foi aceita",14,150000.0,3,100000.0,"2025-03-01","Em Andamento",14,"Manutenção de Infraestrutura",10000.0,"2025-02-01",14,"2024-09-14","Em Andamento","O sistema de IA para prevenção de epidemias está sendo calibrado com dados de mobilidade urbana.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,"Fernanda Almeida","fernanda.almeida@publichealthanalytics.com","Plataforma de Apoio à Decisão para Políticas de Saúde Pública",52000.0,"Análise de Dados para Políticas Públicas, Apoio à Decisão em Saúde",26,"Universidade Federal do Rio de Janeiro (UFRJ)","Avenida Pedro Calmon, 550, Cidade Universitária, Rio de Janeiro - RJ","Projetos em energia e engenharia química",26,"Plataforma de Telemedicina com Análise de Dados Médicos","Criação de uma plataforma de telemedicina integrada a sistemas de IA para análise de dados médicos em tempo real.",90000.0,"Desenvolvimento, Testes, Implementação",26,"Coordenador",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,90000.0,3,50000.0,"2025-09-01","Em Andamento",26,"Publicação em Revistas Científicas",10000.0,"2025-06-25",26,"2024-09-26","Em Andamento","A plataforma de segurança de dados em saúde está sendo testada para garantir privacidade em sistemas digitais de saúde.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,"Pedro Moreira","pedro.moreira@wearabletech.net","Monitoramento de Bem-Estar de Idosos com Dispositivos Wearables",50000.0,"Tecnologia Wearable para Saúde, Monitoramento Remoto de Pacientes",22,"Universidade Federal Fluminense (UFF)","Rua Miguel de Frias, 9, Icaraí, Niterói - RJ","Projetos em saúde e ciências sociais",22,"IA para Detecção de Doenças Respiratórias em Exames de Imagem","Desenvolvimento de IA para identificar doenças respiratórias em imagens de tomografia e raio-X.",60000.0,"Pesquisa, Desenvolvimento, Implementação",22,"Pesquisador Sênior",24,"Edital de IA para Previsão de Demandas em Hospitais","Desenvolvimento de soluções de IA para prever a demanda de leitos, medicamentos e recursos hospitalares.","Capacidade preditiva, Impacto na saúde, Sustentabilidade da solução","2027-05-31","Hospitais, Empresas de tecnologia",24,"2024-12-01","Reprovada","Chatbots com IA para Atendimento não foi aceito",22,60000.0,2,30000.0,"2025-07-01","Em Andamento",52,"Viagens para Apresentação de Resultados",15000.0,"2026-05-01",22,"2024-09-22","Em Andamento","A plataforma de IA para telemedicina está sendo aprimorada com novos recursos para análise de dados clínicos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,"Leonardo Martins","leonardo.martins@triagemmed.org","Solução de IA para Triagem de Pacientes em Pronto Socorro",29000.0,"IA em Triagem Médica, Automação de Atendimento em Emergências",15,"Instituto de Pesquisas Energéticas e Nucleares (IPEN)","Avenida Professor Lineu Prestes, 2242, São Paulo - SP","Projetos em energia nuclear e tecnologia de materiais",15,"Automação de Processos em Governos Locais com IA","Desenvolvimento de soluções baseadas em IA para automatizar processos burocráticos e aumentar a eficiência de serviços governamentais.",92000.0,"Pesquisa, Desenvolvimento, Implementação",15,"Coordenador",15,"Edital de Segurança de Dados Clínicos com Blockchain","Fomento ao desenvolvimento de soluções baseadas em blockchain para garantir a segurança e privacidade dos dados clínicos.","Uso de blockchain, Segurança dos dados, Sustentabilidade","2026-08-31","Empresas de TI, Instituições de saúde",15,"2024-10-25","Reprovada","Automação de Processos em Governos Locais com IA não foi aceita",15,92000.0,2,30000.0,"2025-03-15","Concluído",15,"Viagens para Pesquisa de Campo",20000.0,"2025-02-15",15,"2024-09-15","Concluído","A plataforma de blockchain para gestão segura de dados clínicos foi finalizada e implantada em hospitais parceiros.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,"Renato Cunha","renato.cunha@medchatbots.org","Chatbots com IA para Atendimento em Centros de Saúde",42000.0,"IA Conversacional para Atendimento em Saúde, Chatbots e Automação Médica",27,"Centro Universitário Serra dos Órgãos (UNIFESO)","Avenida Alberto Torres, 111, Teresópolis - RJ","Projetos em biotecnologia e saúde animal",27,"Solução de IA para Previsão de Demandas de Medicamentos","Desenvolvimento de uma solução baseada em IA para prever a demanda por medicamentos em hospitais e clínicas.",160000.0,"Pesquisa, Desenvolvimento, Testes",27,"Pesquisador Júnior",23,"Edital de Machine Learning para Prevenção de Doenças Crônicas","Fomento ao desenvolvimento de modelos de machine learning para prevenção de doenças crônicas em populações de risco.","Precisão do modelo, Impacto na saúde pública, Viabilidade técnica","2027-04-30","Instituições de pesquisa médica, Empresas de TI",23,"2024-11-30","Aprovada","Plataforma de Gerenciamento de Dados Clínicos com Big Data aprovada com destaque",27,160000.0,2,100000.0,"2025-09-15","Concluído",27,"Manutenção de Equipamentos de Pesquisa",8000.0,"2025-07-05",27,"2024-09-27","Concluído","O projeto de IA para análise de dados clínicos em telemedicina foi finalizado e está em uso.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,"Juliana Souza","juliana.souza@recomendamed.org","Plataforma de Recomendação de Tratamentos Médicos com IA",40000.0,"Sistemas de Recomendação em Saúde, IA aplicada a Tratamentos Personalizados",22,"Universidade Federal Fluminense (UFF)","Rua Miguel de Frias, 9, Icaraí, Niterói - RJ","Projetos em saúde e ciências sociais",22,"IA para Detecção de Doenças Respiratórias em Exames de Imagem","Desenvolvimento de IA para identificar doenças respiratórias em imagens de tomografia e raio-X.",60000.0,"Pesquisa, Desenvolvimento, Implementação",22,"Pesquisador Júnior",24,"Edital de IA para Previsão de Demandas em Hospitais","Desenvolvimento de soluções de IA para prever a demanda de leitos, medicamentos e recursos hospitalares.","Capacidade preditiva, Impacto na saúde, Sustentabilidade da solução","2027-05-31","Hospitais, Empresas de tecnologia",24,"2024-12-01","Reprovada","Chatbots com IA para Atendimento não foi aceito",22,60000.0,2,30000.0,"2025-07-01","Em Andamento",22,"Pagamento de Inscrições em Conferências",5000.0,"2025-05-10",22,"2024-09-22","Em Andamento","A plataforma de IA para telemedicina está sendo aprimorada com novos recursos para análise de dados clínicos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,"Isabela Ribeiro","isabela.ribeiro@governtech.ai","Automação de Processos em Governos Locais com IA",38000.0,"IA na Gestão Pública, Automação de Processos Governamentais",5,"Universidade Federal de Minas Gerais (UFMG)","Avenida Presidente Antônio Carlos, 6627, Pampulha, Belo Horizonte - MG","Projetos em educação, tecnologia e engenharia",5,"Análise de Sentimento em Redes Sociais para Políticas Públicas","Aplicação de técnicas de processamento de linguagem natural (NLP) para análise de sentimentos em redes sociais sobre políticas públicas.",30000.0,"Coleta de Dados, Análise, Relatório",5,"Coordenador",2,"Edital de Análise de Big Data para Saúde Pública","Projetos focados na análise de big data para otimização de políticas públicas e alocação de recursos na área da saúde.","Relevância social, Capacidade de análise de grandes volumes de dados, Inovação","2025-01-31","Pesquisadores da área de saúde pública, Instituições de pesquisa",2,"2024-08-15","Aprovada","Avaliação final da Análise de Big Data para Saúde Pública",5,30000.0,1,30000.0,"2024-09-15","Concluído",5,"Manutenção de Equipamentos",10000.0,"2024-09-15",5,"2024-09-05","Em Andamento","A análise de sentimento em redes sociais para políticas públicas está sendo testada com dados reais.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,"Leonardo Martins","leonardo.martins@triagemmed.org","Solução de IA para Triagem de Pacientes em Pronto Socorro",29000.0,"IA em Triagem Médica, Automação de Atendimento em Emergências",25,"Centro Universitário Estácio de Sá de Vitória","Rua Amélia da Cunha Ornelas, 100, Vitória - ES","Pesquisas em direito e administração",25,"IA para Prevenção de Epidemias com Análise de Dados de Mobilidade","Sistema baseado em IA que utiliza dados de mobilidade para prever e mitigar a disseminação de epidemias.",80000.0,"Pesquisa, Desenvolvimento, Testes",25,"Coordenador",22,"Edital de IA para Gestão de Telemedicina","Fomento a soluções de IA para gestão e análise de dados em plataformas de telemedicina, melhorando o atendimento remoto de pacientes.","Capacidade de análise, Impacto no atendimento médico, Viabilidade técnica","2027-03-31","Empresas de TI, Instituições de saúde",22,"2024-11-25","Submetida","Avaliação preliminar da IA para Detecção de Doenças Respiratórias",25,80000.0,3,40000.0,"2025-08-15","Concluído",25,"Aquisição de Dados",15000.0,"2025-06-10",25,"2024-09-25","Concluído","O sistema de IA para triagem de pacientes em centros de emergência foi finalizado e implantado.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,"Sofia Santos","sofia.santos@occupationalhealthdata.com","Data Analytics para Gerenciamento de Saúde Ocupacional",41000.0,"Análise de Dados em Saúde Ocupacional, Monitoramento de Saúde no Trabalho",15,"Instituto de Pesquisas Energéticas e Nucleares (IPEN)","Avenida Professor Lineu Prestes, 2242, São Paulo - SP","Projetos em energia nuclear e tecnologia de materiais",15,"Automação de Processos em Governos Locais com IA","Desenvolvimento de soluções baseadas em IA para automatizar processos burocráticos e aumentar a eficiência de serviços governamentais.",92000.0,"Pesquisa, Desenvolvimento, Implementação",15,"Pesquisador Sênior",15,"Edital de Segurança de Dados Clínicos com Blockchain","Fomento ao desenvolvimento de soluções baseadas em blockchain para garantir a segurança e privacidade dos dados clínicos.","Uso de blockchain, Segurança dos dados, Sustentabilidade","2026-08-31","Empresas de TI, Instituições de saúde",15,"2024-10-25","Reprovada","Automação de Processos em Governos Locais com IA não foi aceita",15,92000.0,2,30000.0,"2025-03-15","Concluído",15,"Viagens para Pesquisa de Campo",20000.0,"2025-02-15",15,"2024-09-15","Concluído","A plataforma de blockchain para gestão segura de dados clínicos foi finalizada e implantada em hospitais parceiros.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,"Daniel Souza","daniel.souza@respiratorydiagnostics.ai","IA para Detecção de Doenças Respiratórias em Exames de Imagem",37000.0,"Diagnóstico por Imagem em Doenças Respiratórias, IA aplicada à Pneumologia",27,"Centro Universitário Serra dos Órgãos (UNIFESO)","Avenida Alberto Torres, 111, Teresópolis - RJ","Projetos em biotecnologia e saúde animal",27,"Solução de IA para Previsão de Demandas de Medicamentos","Desenvolvimento de uma solução baseada em IA para prever a demanda por medicamentos em hospitais e clínicas.",160000.0,"Pesquisa, Desenvolvimento, Testes",27,"Coordenador",23,"Edital de Machine Learning para Prevenção de Doenças Crônicas","Fomento ao desenvolvimento de modelos de machine learning para prevenção de doenças crônicas em populações de risco.","Precisão do modelo, Impacto na saúde pública, Viabilidade técnica","2027-04-30","Instituições de pesquisa médica, Empresas de TI",23,"2024-11-30","Aprovada","Plataforma de Gerenciamento de Dados Clínicos com Big Data aprovada com destaque",27,160000.0,2,100000.0,"2025-09-15","Concluído",27,"Manutenção de Equipamentos de Pesquisa",8000.0,"2025-07-05",27,"2024-09-27","Concluído","O projeto de IA para análise de dados clínicos em telemedicina foi finalizado e está em uso.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,"Maria Ferreira","maria.ferreira@emergencytriage.ai","IA para Triagem em Emergências",17000.0,"IA em Triagem de Emergências, Automação de Processos Médicos",2,"Instituto Capixaba de Pesquisa, Assistência Técnica e Extensão Rural (INCAPER)","Avenida Jerônimo Monteiro, 1000, Centro, Vitória - ES","Projetos em agricultura e desenvolvimento rural",30,"Sistema de IA para Triagem de Pacientes em Centros de Emergência","Desenvolvimento de sistema de IA para melhorar a triagem em emergências.",90000.0,"Pesquisa, Desenvolvimento, Testes, Implementação",2,"Coordenador",28,"Edital V2 para Inovações em IA para Saúde","Seleção de projetos que visam desenvolver inovações em Inteligência Artificial aplicada à saúde, com foco em diagnóstico e tratamento automatizado.","Impacto no setor de saúde, Uso de IA, Viabilidade técnica","2024-12-31","Instituições de ensino superior, Empresas de tecnologia",28,"2024-12-20","Submetida","Avaliação preliminar da Solução de Big Data para Análise de Dados Clínicos em Tempo Real",30,90000.0,2,45000.0,"2025-11-01","Em Andamento",60,"Viagens para Conferências Internacionais",25000.0,"2026-07-30",30,"2024-09-30","Concluído","O sistema de IA para triagem de pacientes em centros de emergência foi finalizado e validado.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,"Juliana Souza","juliana.souza@recomendamed.org","Plataforma de Recomendação de Tratamentos Médicos com IA",40000.0,"Sistemas de Recomendação em Saúde, IA aplicada a Tratamentos Personalizados",12,"Centro Universitário do Espírito Santo (UNESC)","Rua Maria Rita de Jesus, 300, Colatina - ES","Pesquisas em ciências sociais aplicadas e engenharia de produção",12,"Análise de Dados para Prevenção de Doenças Crônicas","Criação de uma plataforma para análise de dados de saúde que visa identificar e prevenir doenças crônicas como diabetes e hipertensão.",105000.0,"Desenvolvimento, Implementação, Monitoramento",12,"Pesquisador Júnior",11,"Edital para Soluções de IA em UTIs","Fomento ao desenvolvimento de sistemas de IA para monitoramento contínuo de pacientes em unidades de terapia intensiva (UTI).","Capacidade de monitoramento, Impacto no tratamento de pacientes, Sustentabilidade da solução","2026-03-31","Hospitais, Instituições de pesquisa médica",11,"2024-10-05","Aprovada","Sistema de Monitoramento de Pacientes com IA em UTIs aprovado com recomendações",12,105000.0,4,65000.0,"2025-02-01","Em Andamento",12,"Contratação de Bolsistas",20000.0,"2025-01-05",12,"2024-09-12","Em Andamento","A solução de telemedicina com big data está sendo aprimorada com novos algoritmos de análise de dados clínicos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,"Leonardo Martins","leonardo.martins@triagemmed.org","Solução de IA para Triagem de Pacientes em Pronto Socorro",29000.0,"IA em Triagem Médica, Automação de Atendimento em Emergências",15,"Instituto de Pesquisas Energéticas e Nucleares (IPEN)","Avenida Professor Lineu Prestes, 2242, São Paulo - SP","Projetos em energia nuclear e tecnologia de materiais",15,"Automação de Processos em Governos Locais com IA","Desenvolvimento de soluções baseadas em IA para automatizar processos burocráticos e aumentar a eficiência de serviços governamentais.",92000.0,"Pesquisa, Desenvolvimento, Implementação",15,"Coordenador",15,"Edital de Segurança de Dados Clínicos com Blockchain","Fomento ao desenvolvimento de soluções baseadas em blockchain para garantir a segurança e privacidade dos dados clínicos.","Uso de blockchain, Segurança dos dados, Sustentabilidade","2026-08-31","Empresas de TI, Instituições de saúde",15,"2024-10-25","Reprovada","Automação de Processos em Governos Locais com IA não foi aceita",15,92000.0,2,30000.0,"2025-03-15","Concluído",45,"Viagens para Coleta de Dados",20000.0,"2026-02-15",15,"2024-09-15","Concluído","A plataforma de blockchain para gestão segura de dados clínicos foi finalizada e implantada em hospitais parceiros.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,"Bruno Neves","bruno.neves@blockchaininnovation.org","Blockchain para Gestão Segura de Dados Médicos",30000.0,"Segurança de Dados em Saúde, Blockchain e Privacidade de Informações",21,"Centro de Pesquisa e Desenvolvimento em Telecomunicações (CPqD)","Rodovia Campinas-Mogi Mirim, Km 118,5, Campinas - SP","Pesquisas em telecomunicações e tecnologia da informação",21,"Sistema de Monitoramento de Pacientes com IA em UTIs","Desenvolvimento de uma solução de IA para monitoramento em tempo real de pacientes em unidades de terapia intensiva (UTI).",175000.0,"Desenvolvimento, Testes, Implementação",21,"Pesquisador Júnior",20,"Edital de IA para Gerenciamento de Dados em Tempo Real","Projetos voltados ao desenvolvimento de plataformas de big data para gerenciamento de dados clínicos em tempo real.","Capacidade de gerenciamento, Impacto na saúde, Eficiência do sistema","2027-01-31","Instituições de saúde, Empresas de TI",20,"2024-11-15","Aprovada","Aplicação de Machine Learning para Fraudes aprovado com recomendação de execução",21,175000.0,2,70000.0,"2025-06-15","Concluído",21,"Compra de Ferramentas",8000.0,"2025-05-01",21,"2024-09-21","Concluído","O sistema de IA para detecção de doenças respiratórias em exames de imagem foi concluído e validado por médicos.",NULL,NULL,NULL,NULL,NULL,NULL,NULL
